,Time,Destination,Info
1081,19:43:44.667589,180.250.13.34,msftconnecttest.com
1083,19:43:47.465344,118.98.44.50,google.com
1084,19:43:47.465629,118.98.44.50,google.com
1087,19:43:47.566163,118.98.44.50,gstatic.com
1088,19:43:47.566487,118.98.44.50,gstatic.com
1089,19:43:47.567559,118.98.44.50,gstatic.com
1090,19:43:47.568105,118.98.44.50,gstatic.com
1095,19:43:58.160285,180.250.13.34,mongodb.net
1096,19:43:58.346007,180.250.13.34,gstatic.com
1097,19:43:58.346344,180.250.13.34,gstatic.com
1101,19:44:12.507756,118.98.44.50,gstatic.com
1102,19:44:12.508183,118.98.44.50,gstatic.com
1103,19:44:12.508630,118.98.44.50,gstatic.com
1104,19:44:12.508948,118.98.44.50,gstatic.com
1109,19:44:12.665188,118.98.44.50,googleapis.com
1110,19:44:12.665704,118.98.44.50,googleapis.com
1113,19:44:12.829903,118.98.44.50,google.com
1114,19:44:12.830213,118.98.44.50,google.com
1117,19:44:12.976355,118.98.44.50,google.com
1118,19:44:12.976682,118.98.44.50,google.com
1121,19:44:13.872362,180.250.13.34,googleapis.com
1122,19:44:13.872742,180.250.13.34,googleapis.com
1123,19:44:13.925523,118.98.44.50,google.com
1124,19:44:13.925737,118.98.44.50,google.com
1129,19:44:14.475529,118.98.44.50,google.com
1130,19:44:14.475836,118.98.44.50,google.com
1133,19:44:14.892898,180.250.13.34,msftconnecttest.com
1135,19:44:15.306749,118.98.44.50,google.com
1136,19:44:15.307070,118.98.44.50,google.com
1139,19:44:15.743394,118.98.44.50,kursbank.net
1140,19:44:15.744141,118.98.44.50,kursbank.net
1141,19:44:15.891511,118.98.44.50,kursbank.net
1142,19:44:15.891888,180.250.13.34,kursbank.net
1144,19:44:16.036842,180.250.13.34,kursbank.net
1145,19:44:18.069475,180.250.13.34,kursbank.net
1151,19:44:19.864787,180.250.13.34,cloudflare.com
1152,19:44:19.865072,180.250.13.34,cloudflare.com
1155,19:44:21.117345,180.250.13.34,lifeloe.net
1156,19:44:21.117612,180.250.13.34,lifeloe.net
1157,19:44:21.145773,180.250.13.34,addtoany.com
1158,19:44:21.146032,180.250.13.34,addtoany.com
1163,19:44:22.296325,180.250.13.34,googletagmanager.com
1164,19:44:22.296613,180.250.13.34,googletagmanager.com
1166,19:44:22.299650,180.250.13.34,googleapis.com
1167,19:44:22.299871,180.250.13.34,googleapis.com
1171,19:44:23.713713,180.250.13.34,addtoany.com
1172,19:44:23.714105,180.250.13.34,addtoany.com
1175,19:44:24.100579,180.250.13.34,google-analytics.com
1176,19:44:24.100872,180.250.13.34,google-analytics.com
1179,19:44:27.557811,180.250.13.34,mongodb.net
1181,19:44:31.640463,180.250.13.34,spotify.com
1183,19:44:39.960717,180.250.13.34,mongodb.net
1184,19:44:40.693435,118.98.44.50,mongodb.net
1187,19:44:43.779430,180.250.13.34,gvt2.com
1188,19:44:43.780235,180.250.13.34,gvt2.com
1191,19:44:58.291680,180.250.13.34,mongodb.net
1193,19:45:15.061758,180.250.13.34,msftconnecttest.com
1195,19:45:38.182629,180.250.13.34,mongodb.net
1196,19:45:38.911150,118.98.44.50,mongodb.net
1199,19:45:40.171467,180.250.13.34,mongodb.net
1200,19:45:40.894273,118.98.44.50,mongodb.net
1203,19:45:51.507209,180.250.13.34,gvt3.com
1204,19:45:51.508048,180.250.13.34,gvt3.com
1207,19:46:02.666769,180.250.13.34,mongodb.net
1209,19:46:10.555196,180.250.13.34,google.com
1210,19:46:10.556099,180.250.13.34,google.com
1213,19:46:15.571348,180.250.13.34,msftconnecttest.com
1215,19:46:38.924922,180.250.13.34,mongodb.net
1217,19:46:46.037750,180.250.13.34,msftconnecttest.com
1219,19:46:47.392156,180.250.13.34,mongodb.net
1220,19:46:48.110376,118.98.44.50,mongodb.net
1223,19:46:50.730490,180.250.13.34,nel.goog
1224,19:46:50.730742,180.250.13.34,nel.goog
1227,19:46:55.011202,180.250.13.34,microsoft.com
1229,19:46:58.824325,180.250.13.34,digicert.com
1231,19:47:07.446898,180.250.13.34,mongodb.net
1233,19:47:38.117798,180.250.13.34,microsoft.com
1235,19:47:38.142494,180.250.13.34,microsoft.com
1237,19:47:46.103352,180.250.13.34,msftconnecttest.com
1239,19:47:48.242960,180.250.13.34,mongodb.net
1241,19:47:49.505089,180.250.13.34,mongodb.net
1243,19:48:07.151626,180.250.13.34,mongodb.net
1244,19:48:07.880163,118.98.44.50,mongodb.net
1247,19:48:09.218952,180.250.13.34,launchdarkly.com
1248,19:48:09.219292,180.250.13.34,launchdarkly.com
1251,19:48:27.441613,180.250.13.34,tableau.com
1253,19:48:30.476623,180.250.13.34,tableau.com
1255,19:48:30.667570,180.250.13.34,ss2.us
1257,19:48:30.710233,180.250.13.34,amazontrust.com
1259,19:48:30.775896,180.250.13.34,amazontrust.com
1261,19:48:34.892989,180.250.13.34,tableau.com
1263,19:48:35.700997,180.250.13.34,google-analytics.com
1265,19:48:35.913952,180.250.13.34,en25.com
1266,19:48:35.923497,180.250.13.34,tableau.com
1269,19:48:36.322528,180.250.13.34,tableau.com
1270,19:48:36.848592,180.250.13.34,google.com
1271,19:48:36.848950,180.250.13.34,google.com
1275,19:48:38.745496,180.250.13.34,newrelic.com
1277,19:48:38.936591,180.250.13.34,nr-data.net
1279,19:48:42.020636,180.250.13.34,googleapis.com
1280,19:48:42.020945,180.250.13.34,googleapis.com
1281,19:48:42.023993,180.250.13.34,google.com
1283,19:48:42.024373,180.250.13.34,google.com
1285,19:48:42.027924,180.250.13.34,knowi.com
1286,19:48:42.028192,180.250.13.34,knowi.com
1291,19:48:44.780283,180.250.13.34,zoominfo.com
1292,19:48:44.780640,180.250.13.34,zoominfo.com
1294,19:48:44.801433,180.250.13.34,google.com
1295,19:48:44.801967,180.250.13.34,google.com
1296,19:48:44.803932,180.250.13.34,google.co.id
1298,19:48:44.804306,180.250.13.34,google.co.id
1302,19:48:44.826266,180.250.13.34,googletagmanager.com
1303,19:48:44.826771,180.250.13.34,googletagmanager.com
1306,19:48:45.736202,180.250.13.34,gravatar.com
1307,19:48:45.736527,180.250.13.34,gravatar.com
1309,19:48:46.140799,180.250.13.34,google.com
1310,19:48:46.141218,180.250.13.34,google.com
1313,19:48:46.158148,180.250.13.34,msftconnecttest.com
1315,19:48:46.540540,118.98.44.50,gravatar.com
1317,19:48:46.807410,180.250.13.34,nr-data.net
1318,19:48:46.807766,180.250.13.34,nr-data.net
1322,19:48:47.684786,180.250.13.34,segment.com
1323,19:48:47.685366,180.250.13.34,segment.com
1326,19:48:47.957534,180.250.13.34,doubleclick.net
1327,19:48:47.957876,180.250.13.34,doubleclick.net
1330,19:48:48.015482,180.250.13.34,twitter.com
1331,19:48:48.015796,180.250.13.34,twitter.com
1334,19:48:48.054254,180.250.13.34,mongodb.net
1335,19:48:48.153304,180.250.13.34,google-analytics.com
1336,19:48:48.153762,180.250.13.34,google-analytics.com
1339,19:48:48.211805,180.250.13.34,zdassets.com
1340,19:48:48.212063,180.250.13.34,zdassets.com
1342,19:48:48.226204,180.250.13.34,doubleclick.net
1343,19:48:48.226426,180.250.13.34,doubleclick.net
1347,19:48:48.687578,180.250.13.34,remarketstats.com
1348,19:48:48.687866,180.250.13.34,remarketstats.com
1350,19:48:48.710282,180.250.13.34,zdassets.com
1351,19:48:48.710512,180.250.13.34,zdassets.com
1353,19:48:48.800586,180.250.13.34,google.com
1354,19:48:48.801000,180.250.13.34,google.com
1358,19:48:48.905750,180.250.13.34,centerklik.com
1359,19:48:48.906226,180.250.13.34,centerklik.com
1360,19:48:48.906695,180.250.13.34,googletagservices.com
1361,19:48:48.907003,180.250.13.34,googletagservices.com
1362,19:48:48.907461,180.250.13.34,bootstrapcdn.com
1363,19:48:48.907738,180.250.13.34,bootstrapcdn.com
1368,19:48:48.972978,180.250.13.34,linkedin.com
1369,19:48:48.973272,180.250.13.34,linkedin.com
1374,19:48:49.485011,118.98.44.50,remarketstats.com
1375,19:48:49.485932,118.98.44.50,remarketstats.com
1378,19:48:49.842580,180.250.13.34,segment.io
1379,19:48:49.842967,180.250.13.34,segment.io
1380,19:48:49.889472,180.250.13.34,zendesk.com
1381,19:48:49.889723,180.250.13.34,zendesk.com
1388,19:48:52.209367,180.250.13.34,googleapis.com
1389,19:48:52.209670,180.250.13.34,googleapis.com
1390,19:48:52.210279,180.250.13.34,google.com
1391,19:48:52.210624,180.250.13.34,google.com
1392,19:48:52.211290,180.250.13.34,googleapis.com
1393,19:48:52.211712,180.250.13.34,googleapis.com
1400,19:48:52.264729,180.250.13.34,zopim.com
1401,19:48:52.265047,180.250.13.34,zopim.com
1403,19:48:52.717589,180.250.13.34,googleapis.com
1404,19:48:52.717812,180.250.13.34,googleapis.com
1408,19:48:53.510941,180.250.13.34,gravatar.com
1409,19:48:53.511817,180.250.13.34,gravatar.com
1412,19:48:54.026529,180.250.13.34,w.org
1413,19:48:54.026985,180.250.13.34,w.org
1416,19:48:54.191501,180.250.13.34,gstatic.com
1417,19:48:54.191958,180.250.13.34,gstatic.com
1420,19:48:54.842130,180.250.13.34,google.com
1421,19:48:54.842576,180.250.13.34,google.com
1424,19:48:55.024508,180.250.13.34,jquery.com
1425,19:48:55.024845,180.250.13.34,jquery.com
1426,19:48:55.025420,180.250.13.34,googletagmanager.com
1427,19:48:55.025740,180.250.13.34,googletagmanager.com
1432,19:48:55.370850,180.250.13.34,githubassets.com
1433,19:48:55.371288,180.250.13.34,githubassets.com
1435,19:48:55.401742,180.250.13.34,google-analytics.com
1436,19:48:55.402082,180.250.13.34,google-analytics.com
1440,19:48:55.648075,180.250.13.34,github.com
1441,19:48:55.648386,180.250.13.34,github.com
1444,19:48:55.860528,180.250.13.34,google.com
1445,19:48:55.860826,180.250.13.34,google.com
1448,19:48:55.872166,180.250.13.34,gstatic.com
1449,19:48:55.872574,180.250.13.34,gstatic.com
1452,19:48:55.998609,180.250.13.34,doubleclick.net
1453,19:48:55.998895,180.250.13.34,doubleclick.net
1456,19:48:56.605343,180.250.13.34,mongodb.net
1457,19:48:57.329388,118.98.44.50,mongodb.net
1460,19:48:58.578532,180.250.13.34,gstatic.com
1461,19:48:58.578829,180.250.13.34,gstatic.com
1464,19:48:59.928489,180.250.13.34,akamaihd.net
1466,19:49:01.905875,180.250.13.34,tableausoftware.com
1468,19:49:06.080185,180.250.13.34,youngandtheinvested.com
1469,19:49:06.080522,180.250.13.34,youngandtheinvested.com
1470,19:49:06.081330,180.250.13.34,googletagmanager.com
1471,19:49:06.081835,180.250.13.34,googletagmanager.com
1476,19:49:07.529484,180.250.13.34,google.com
1477,19:49:07.529822,180.250.13.34,google.com
1478,19:49:07.530725,180.250.13.34,doubleclick.net
1479,19:49:07.531136,180.250.13.34,doubleclick.net
1481,19:49:07.533639,180.250.13.34,google.co.id
1483,19:49:07.533965,180.250.13.34,google.co.id
1488,19:49:09.319335,180.250.13.34,googleapis.com
1489,19:49:09.319710,180.250.13.34,googleapis.com
1492,19:49:09.343907,180.250.13.34,adthrive.com
1493,19:49:09.344340,180.250.13.34,adthrive.com
1496,19:49:11.496210,180.250.13.34,mongodb.net
1498,19:49:18.085388,180.250.13.34,google-analytics.com
1499,19:49:18.085701,180.250.13.34,google-analytics.com
1502,19:49:18.399553,180.250.13.34,google.com
1503,19:49:18.399812,180.250.13.34,google.com
1506,19:49:19.767066,180.250.13.34,doubleclick.net
1507,19:49:19.767391,180.250.13.34,doubleclick.net
1510,19:49:21.846071,180.250.13.34,ck.page
1511,19:49:21.846403,180.250.13.34,ck.page
1514,19:49:22.849341,180.250.13.34,woopra.com
1515,19:49:22.849555,180.250.13.34,woopra.com
1518,19:49:23.131156,180.250.13.34,convertkit.com
1519,19:49:23.131477,180.250.13.34,convertkit.com
1521,19:49:23.847786,180.250.13.34,videoplayerhub.com
1522,19:49:23.848650,180.250.13.34,videoplayerhub.com
1524,19:49:24.143770,118.98.44.50,convertkit.com
1525,19:49:24.194218,180.250.13.34,googleapis.com
1526,19:49:24.194435,180.250.13.34,googleapis.com
1531,19:49:24.866376,118.98.44.50,videoplayerhub.com
1533,19:49:25.721232,180.250.13.34,btloader.com
1534,19:49:25.721480,180.250.13.34,btloader.com
1537,19:49:25.920557,180.250.13.34,lasso.link
1538,19:49:25.920839,180.250.13.34,lasso.link
1541,19:49:27.831178,180.250.13.34,twimg.com
1542,19:49:27.831553,180.250.13.34,twimg.com
1545,19:49:27.852138,180.250.13.34,convertkit.com
1546,19:49:27.852476,180.250.13.34,convertkit.com
1548,19:49:29.305365,180.250.13.34,akamaihd.net
1551,19:49:29.407448,180.250.13.34,ad-delivery.net
1552,19:49:29.407655,180.250.13.34,ad-delivery.net
1554,19:49:29.412650,180.250.13.34,btloader.com
1555,19:49:29.412968,180.250.13.34,btloader.com
1556,19:49:29.414959,180.250.13.34,googleapis.com
1557,19:49:29.415415,180.250.13.34,googleapis.com
1564,19:49:33.043938,180.250.13.34,btloader.com
1565,19:49:33.044226,180.250.13.34,btloader.com
1567,19:49:33.106395,180.250.13.34,googletagservices.com
1568,19:49:33.106690,180.250.13.34,googletagservices.com
1572,19:49:46.233320,180.250.13.34,msftconnecttest.com
1574,19:49:55.435177,180.250.13.34,gvt2.com
1575,19:49:55.435453,180.250.13.34,gvt2.com
1578,19:49:55.523233,180.250.13.34,gvt2.com
1579,19:49:55.523480,180.250.13.34,gvt2.com
1582,19:49:56.748108,180.250.13.34,gvt2.com
1583,19:49:56.748366,180.250.13.34,gvt2.com
1586,19:49:57.457418,180.250.13.34,mongodb.net
1588,19:49:58.061124,180.250.13.34,mongodb.net
1590,19:50:07.798553,180.250.13.34,google.com
1591,19:50:07.798909,180.250.13.34,google.com
1594,19:50:07.876370,180.250.13.34,gvt2.com
1595,19:50:07.876792,180.250.13.34,gvt2.com
1598,19:50:10.168357,180.250.13.34,gvt2.com
1599,19:50:10.168668,180.250.13.34,gvt2.com
1602,19:50:14.841852,180.250.13.34,mongodb.net
1603,19:50:15.503275,118.98.44.50,mongodb.net
1606,19:50:25.902386,180.250.13.34,gvt2.com
1607,19:50:25.902972,180.250.13.34,gvt2.com
1610,19:50:38.636302,180.250.13.34,cloudfront.net
1611,19:50:38.636520,180.250.13.34,cloudfront.net
1612,19:50:38.636983,180.250.13.34,cloudfront.net
1613,19:50:38.637176,180.250.13.34,cloudfront.net
1614,19:50:38.637901,180.250.13.34,cloudfront.net
1615,19:50:38.638077,180.250.13.34,cloudfront.net
1622,19:50:39.030606,180.250.13.34,bmetrics.org
1623,19:50:39.031088,180.250.13.34,bmetrics.org
1625,19:50:40.042172,118.98.44.50,bmetrics.org
1627,19:50:46.304466,180.250.13.34,msftconnecttest.com
1629,19:50:57.096331,180.250.13.34,mongodb.net
1631,19:51:05.979500,180.250.13.34,mongodb.net
1633,19:51:10.837079,180.250.13.34,google.com
1634,19:51:10.838013,180.250.13.34,google.com
1637,19:51:15.375163,180.250.13.34,mongodb.net
1639,19:51:46.371212,180.250.13.34,msftconnecttest.com
1641,19:52:06.469206,180.250.13.34,mongodb.net
1643,19:52:06.974815,180.250.13.34,mongodb.net
1645,19:52:19.177255,180.250.13.34,mongodb.net
1647,19:52:46.446185,180.250.13.34,msftconnecttest.com
1649,19:53:14.941032,180.250.13.34,mongodb.net
1650,19:53:15.607946,118.98.44.50,mongodb.net
1653,19:53:17.530733,180.250.13.34,mongodb.net
1654,19:53:18.190190,118.98.44.50,mongodb.net
1657,19:53:22.426088,180.250.13.34,mongodb.net
1658,19:53:23.100584,118.98.44.50,mongodb.net
1661,19:53:46.653678,180.250.13.34,msftconnecttest.com
1663,19:53:58.381859,180.250.13.34,gstatic.com
1664,19:53:58.382124,180.250.13.34,gstatic.com
1667,19:53:59.862207,180.250.13.34,akamaihd.net
1669,19:54:03.717291,180.250.13.34,googleapis.com
1670,19:54:03.717642,180.250.13.34,googleapis.com
1673,19:54:03.724561,180.250.13.34,twimg.com
1674,19:54:03.724930,180.250.13.34,twimg.com
1677,19:54:04.068565,180.250.13.34,microsoft.com
1679,19:54:16.053664,180.250.13.34,mongodb.net
1681,19:54:19.136742,180.250.13.34,nr-data.net
1683,19:54:27.823732,180.250.13.34,mongodb.net
1684,19:54:28.312919,180.250.13.34,mongodb.net
1685,19:54:28.482562,118.98.44.50,mongodb.net
1687,19:54:28.983210,118.98.44.50,mongodb.net
1691,19:54:41.559651,180.250.13.34,microsoft.com
1692,19:54:41.559968,180.250.13.34,microsoft.com
1695,19:54:41.675992,180.250.13.34,microsoft.com
1696,19:54:41.676964,180.250.13.34,microsoft.com
1699,19:54:46.727110,180.250.13.34,msftconnecttest.com
1701,19:54:50.770035,180.250.13.34,nel.goog
1702,19:54:50.770306,180.250.13.34,nel.goog
1705,19:55:06.429865,180.250.13.34,exp-tas.com
1707,19:55:23.880633,180.250.13.34,mongodb.net
1708,19:55:24.062447,180.250.13.34,steamstatic.com
1711,19:55:28.921491,180.250.13.34,mongodb.net
1713,19:55:31.710433,180.250.13.34,mongodb.net
1715,19:55:46.798814,180.250.13.34,msftconnecttest.com
1717,19:56:24.724408,180.250.13.34,mongodb.net
1719,19:56:36.912050,180.250.13.34,mongodb.net
1720,19:56:37.304988,180.250.13.34,mongodb.net
1721,19:56:37.568745,118.98.44.50,mongodb.net
1723,19:56:37.969270,118.98.44.50,mongodb.net
1727,19:56:45.004033,180.250.13.34,whatsapp.net
1728,19:56:45.004338,180.250.13.34,whatsapp.net
1731,19:56:46.853866,180.250.13.34,msftconnecttest.com
